37.59916962,126.9595053,2895
37.60015896,126.9582798,13872
37.6006947,126.9587479,10509
37.61004751,126.9762637,5316
37.6072275,126.9587815,5637
37.57189586,127.0109399,62268
37.57427056,127.0190934,69288
37.57074463,127.0026234,77913
37.57596033,126.9992707,33354
37.58240786,126.9977465,24594
37.58186071,127.002294,137385
37.56874857,126.9851494,127209
37.5699696,126.9856875,87855
37.57083849,126.9956262,71025
37.57029119,126.9906187,159564
37.57271181,126.9828994,57864
37.57924228,126.9795274,32868
37.58519916,126.9713392,41502
37.5757986,126.971027,23067
37.57024959,126.9794916,162441
37.57070856,126.9618598,32307
37.56988723,126.9730328,68061
37.56997204,126.9713902,73605
37.57288825,126.9782896,73200
37.57513866,126.9574284,28650
37.56939647,126.9977058,25677
37.57084518,126.9985354,51126
37.57734778,126.9792589,61428
37.56867507,126.9934026,18204
37.57031951,126.985513,94959
37.56998507,126.9895927,275511
37.5703106,126.9855244,105177
37.56983328,126.9761578,128235
37.57346674,127.000606,9051
37.57326918,127.0028161,10533
37.57266487,127.0059487,14901
37.57364041,127.0051659,4143
37.56966161,126.989699,78372
37.56879642,126.9896767,39870
37.57607382,126.9840764,65682
37.57232349,126.9838443,67950
37.57946374,126.972856,14802
37.58665955,126.9849516,8214
37.58283058,126.9850035,13347
37.58052958,126.9867104,50904
37.57830896,126.9893897,16659
37.57494878,126.9748425,33726
37.57245477,126.9750578,51915
37.57191697,126.981631,39477
37.5752878,126.9880267,13656
37.57556953,126.9893588,12429
37.56992741,126.9776621,153570
37.57109373,126.9791631,47691
37.58425501,127.0009373,52860
37.57138928,126.9789553,42783
37.5721813,126.9872197,61656
37.56866815,126.9904822,18204
37.56960007,126.9919865,21699
37.58788406,126.9996206,18669
37.58351681,127.0010151,193128
37.57060385,126.9987651,56754
37.57108851,127.010294,131124
37.58310456,126.9833355,235824
37.57756583,127.0155406,14436
37.58024444,127.0040251,22422
37.57353305,126.9726431,36798
37.5739335,126.9731017,23571
37.57354852,126.9848465,16497
37.5836379,126.9824904,828
37.5814841,126.9845463,11241
37.58090645,126.98863,4809
37.57382446,127.0152955,6744
37.57144564,127.0056139,18516
37.57054748,127.0027505,15003
37.57399753,126.9846706,236139
37.5698983,126.9732703,26733
37.5651449,127.0139156,17370
37.56894757,127.0161068,20307
37.56396257,127.024526,3528
37.55985169,127.014506,21771
37.5582831,126.9731807,49716
37.55426469,126.9659812,30174
37.55577862,126.9701253,46092
37.56780517,127.0023796,19614
37.56606487,127.0065005,55035
37.55794322,126.9828399,3969
37.55979632,126.9824865,58989
37.56087393,126.9862523,120597
37.56026523,127.0057965,20550
37.5581183,127.0076473,16611
37.56562573,126.9772342,95751
37.55793223,126.9732421,82122
37.56397082,126.9817505,162195
37.56523092,126.9878798,28392
37.56376142,126.9877865,12456
37.56595904,126.9887302,16275
37.56722249,127.0080812,128418
37.56118858,126.9924847,88356
37.5661214,126.9908561,19095
37.56789244,127.0095326,26181
37.55997469,127.0184546,32232
37.56281088,126.9757786,91023
37.56083078,126.976032,77376
37.56525377,127.0140047,28050
37.56512435,126.9776033,46908
37.56495787,126.9781489,74163
37.56421607,126.9788495,17775
37.56715469,126.9779491,60099
37.56704577,126.9872666,37179
37.56823694,126.98433,64776
37.56377063,126.9846623,245805
37.56396835,126.984603,268596
37.56412828,127.0023041,12033
37.56298602,127.0004177,2937
37.56436175,126.9947737,12459
37.55841352,126.9695344,11205
37.55951374,126.9727451,32961
37.55653054,126.9747327,32919
37.55662359,126.975071,40524
37.56047923,126.9854087,30195
37.55763752,126.9860584,28410
37.56071034,127.0030175,3963
37.55833804,126.9732818,102015
37.56091091,126.9780004,167490
37.56003896,126.9771974,162828
37.55973137,126.9780957,152196
37.55629704,126.9779389,6060
37.56668578,126.9810344,26091
37.56533626,126.9802265,46734
37.56549527,126.9840389,54090
37.56451417,126.9831128,98754
37.56310169,126.982317,471879
37.56357141,126.9834991,362571
37.56421116,126.9855958,108582
37.56289652,126.9825575,128484
37.56202559,126.9839616,115440
37.56147485,126.9838332,126723
37.56555758,126.9735337,74436
37.56559376,126.9725144,37566
37.56273687,126.9734818,17919
37.56197919,126.976503,21705
37.56520834,127.018284,14808
37.55666752,126.9948544,2172
37.55906166,126.9956032,3633
37.56253974,127.0073283,2520
37.56238009,126.9811836,90267
37.55900298,126.9772229,147111
37.56242273,126.9850881,233649
37.55768538,126.973868,37647
37.56792528,126.9784932,20541
37.56382127,126.9821714,309060
37.53471851,126.9605598,11835
37.5369595,126.9643645,8019
37.53532225,126.9534231,3822
37.54536119,126.975146,10101
37.5501219,126.9775932,15765
37.54499081,126.9667657,50685
37.54838195,126.9702271,3774
37.53333604,126.9944548,143916
37.53439473,126.9896997,58980
37.53900812,127.0034876,53223
37.54279059,126.9926418,5871
37.53215267,126.9556963,97248
37.53481054,126.9618032,24801
37.5426395,126.9709398,5712
37.55355688,126.9726344,199899
37.54633432,126.9803496,12738
37.5468536,126.9841449,6303
37.53666103,126.9870893,31008
37.53646218,126.9724164,12141
37.53200936,127.0091248,2418
37.54528535,127.0020574,1980
37.52045317,126.9789484,17322
37.51912888,126.9758556,22488
37.53587702,127.0061656,49650
37.53771253,127.0122968,2385
37.53169817,126.9706375,19755
37.5301313,126.9676495,46359
37.53468192,126.9948441,82770
37.52538837,126.9631443,9132
37.55092491,126.9829353,3204
37.53460581,126.9559563,3636
37.54178119,126.9873482,4869
37.53936462,126.9913526,15378
37.53442132,126.9949268,60468
37.55122275,126.9633071,12504
37.54922926,126.9661413,71580
37.54772452,127.0049446,9915
37.5461494,126.9871307,1722
37.54203563,126.9719552,63048
37.53477842,126.9767052,10356
37.53481068,126.9962114,29343
37.53449824,126.9965551,25473
37.53165381,127.0086316,1326
37.52383459,126.9907698,1329
37.55340938,126.9743228,12138
37.5352055,127.0066724,24936
37.53995923,126.9653075,6582
37.53917917,126.9647186,6120
37.545032,126.9663238,61074
37.53746405,126.9935394,3270
37.56544867,127.0299173,55704
37.56370501,127.0359504,73830
37.55822767,127.0338705,65784
37.557189,127.0302734,38058
37.54338713,127.0142136,9954
37.54751947,127.0202928,12153
37.54803778,127.023036,28719
37.54277006,127.0421497,13446
37.54609819,127.0537292,15678
37.53787095,127.0581556,6579
37.54278376,127.0629484,12123
37.54806952,127.0456466,17571
37.56027638,127.049826,3315
37.54811114,127.0654959,44040
37.54993986,127.0552537,4590
37.55741489,127.0424942,32190
37.55855316,127.0318063,21453
37.56078647,127.0460391,27360
37.54832397,127.0650632,16059
37.53788464,127.0610069,4155
37.56935879,127.0475712,13548
37.56146002,127.0368848,46134
37.55634771,127.043119,32115
37.55678606,127.0283885,68637
37.5617162,127.060855,26667
37.54688604,127.0576008,6753
37.56061118,127.064672,6750
37.56096448,127.0660485,49071
37.56075603,127.0670358,7077
37.54534402,127.0540669,37299
37.54456933,127.0552196,25461
37.54532792,127.0576883,22692
37.5429299,127.0564059,21657
37.54618601,127.0116531,642
37.54840935,127.0200322,26436
37.56131042,127.0329139,42693
37.53579063,127.066238,14631
37.53575415,127.0661819,8745
37.53429893,127.0724685,12591
37.53246312,127.0785218,10890
37.55440731,127.088268,26979
37.54529624,127.084588,13380
37.56915364,127.0796435,1839
37.56748547,127.0864446,10398
37.56437076,127.0868222,13857
37.53500906,127.093132,15831
